GENE_NAME	mr88	mr89	mr90	mr91
HOOK1	523	611	503	524
CYP2J2	52	47	70	102
C1orf87	0	0	0	0
LOC101926964	0	0	0	0
NFIA-AS2	0	0	0	0
NFIA	695	736	566	628
NFIA-AS1	0	0	0	1
MGC34796	0	0	0	0
TM2D1	154	145	165	215
INADL	921	1010	1027	1044
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	0	0	0	0
KANK4	0	2	0	1
USP1	420	490	324	280
DOCK7	751	737	640	630
ANGPTL3	6	6	7	5
ATG4C	84	99	88	77
LINC00466	0	0	0	0
FOXD3-AS1	6	6	7	5
FOXD3	2	1	2	4
MIR6068	0	0	0	0
ALG6	187	192	173	215
ITGB3BP	99	108	101	120
EFCAB7	74	93	73	73
DLEU2L	9	8	12	11
PGM1	314	317	364	349
ROR1	154	186	89	80
ROR1-AS1	1	0	1	0
UBE2U	0	0	0	0
CACHD1	3	4	3	4
MIR4794	0	0	0	0
RAVER2	92	81	66	69
JAK1	118	124	106	132
LINC01359	0	0	0	0
MIR3671	0	0	0	0
MIR101-1	0	0	0	0
AK4	1673	1724	2232	2239
DNAJC6	22	22	35	28
LEPROT	208	262	245	216
LEPR	9	2	8	6
PDE4B	8	10	101	63
LOC101927139	0	0	0	0
SGIP1	0	0	2	0
MIR3117	0	0	0	0
TCTEX1D1	0	0	0	0
INSL5	0	1	0	0
WDR78	8	32	22	22
MIER1	310	356	320	301
SLC35D1	1	0	0	0
C1orf141	0	0	0	0
IL23R	0	0	0	0
IL12RB2	2	3	1	3
SERBP1	2480	2563	1860	1866
GADD45A	209	241	242	263
GNG12	665	801	645	687
GNG12-AS1	5	7	5	8
DIRAS3	0	1	0	0
WLS	113	152	135	122
MIR1262	0	0	0	0
RPE65	0	0	0	0
DEPDC1	174	202	58	73
DEPDC1-AS1	1	0	0	2
LRRC7	18	22	13	3
PIN1P1	0	1	0	0
LRRC40	242	300	214	218
SRSF11	1541	1571	1464	1365
ANKRD13C	382	441	367	373
HHLA3	42	55	72	84
CTH	86	96	102	88
LOC101927244	0	0	0	1
PTGER3	2	2	0	0
ZRANB2-AS1	12	17	14	19
ZRANB2	845	801	702	776
MIR186	3	3	4	4
ZRANB2-AS2	5	11	9	3
NEGR1	0	0	4	5
NEGR1-IT1	0	0	0	0
LINC01360	0	0	0	0
LRRIQ3	2	1	1	2
FPGT-TNNI3K	0	0	0	0
FPGT	181	159	186	174
TNNI3K	0	0	0	0
ERICH3	0	0	1	4
ERICH3-AS1	0	0	0	0
CRYZ	170	192	133	150
TYW3	361	326	261	270
LHX8	0	0	0	0
SLC44A5	2	1	1	4
ACADM	741	796	731	785
DLSTP1	8	10	12	15
RABGGTB	753	716	591	608
SNORD45C	2	4	3	2
SNORD45A	2	3	3	3
SNORD45B	5	8	0	6
MSH4	1	3	3	2
ASB17	0	0	0	0
LOC101927342	0	0	0	0
ST6GALNAC3	0	0	0	0
ST6GALNAC5	1	1	0	0
MIR7156	0	0	0	0
PIGK	422	407	400	475
AK5	9	5	5	2
ZZZ3	565	620	535	557
USP33	997	1092	1567	1686
FAM73A	575	592	1037	1027
NEXN-AS1	0	2	1	1
NEXN	1	5	2	3
FUBP1	761	860	659	672
DNAJB4	162	146	147	151
GIPC2	1	3	0	0
MGC27382	2	2	0	0
PTGFR	194	215	180	169
IFI44L	3	1	0	2
IFI44	28	47	54	43
ADGRL4	1	2	2	12
LOC101927412	0	0	0	0
LOC101927434	0	0	0	0
ADGRL2	16	10	10	9
LINC01361	0	0	0	0
LOC101927587	0	0	0	0
LOC101927560	0	0	0	0
TTLL7	173	150	160	196
PRKACB	6986	7499	11679	11969
SAMD13	119	110	119	128
UOX	6	13	13	26
DNASE2B	108	117	273	285
RPF1	595	684	625	619
GNG5	1002	1167	1367	1337
SPATA1	18	20	27	20
CTBS	551	659	1085	1217
LINC01461	1	1	4	3
LINC01555	0	0	0	0
SSX2IP	1104	1299	892	942
LPAR3	663	737	905	897
MCOLN2	55	67	59	53
MCOLN3	1	0	0	2
WDR63	4	9	1	5
MIR4423	0	0	0	0
SYDE2	14	13	14	15
C1orf52	196	254	171	168
BCL10	260	314	240	246
LOC646626	2	2	4	0
DDAH1	1499	1650	1366	1323
CYR61	131	158	90	82
ZNHIT6	218	282	198	222
COL24A1	1	4	5	4
ODF2L	192	169	100	137
MIR7856	0	0	0	0
CLCA2	0	0	0	0
CLCA1	0	0	0	0
CLCA4	1	0	1	0
CLCA3P	0	0	0	0
SH3GLB1	258	319	327	361
SEP15	1019	1064	1087	969
HS2ST1	337	338	379	375
LINC01140	0	0	1	0
LOC101927844	0	0	0	0
LMO4	173	180	163	179
LINC01364	0	0	0	0
PKN2-AS1	1	0	0	0
PKN2	530	644	489	494
GTF2B	168	202	170	171
CCBL2	149	175	173	172
RBMXL1	202	213	126	136
GBP3	1	5	7	2
GBP1	37	57	4	3
GBP2	56	68	27	19
GBP7	0	0	0	0
GBP4	0	2	0	0
GBP5	3	0	2	0
LOC729930	0	0	0	0
GBP6	0	0	0	0
GBP1P1	0	0	0	1
LRRC8B	426	437	386	430
FLJ27354	0	0	0	0
LRRC8C	6	3	10	5
LRRC8D	643	682	570	573
GEMIN8P4	41	42	35	18
ZNF326	189	222	169	155
BARHL2	0	0	0	0
ZNF644	560	564	345	360
HFM1	7	4	3	0
CDC7	204	204	114	124
TGFBR3	150	140	68	77
BRDT	0	1	1	0
EPHX4	2	2	10	4
SETSIP	0	1	0	1
BTBD8	4	9	19	18
KIAA1107	51	63	66	70
C1orf146	0	0	0	0
GLMN	118	135	90	93
RPAP2	209	209	168	129
GFI1	1	2	2	2
EVI5	230	250	232	199
RPL5	2900	3314	2246	2288
FAM69A	118	100	174	150
SNORD21	3	2	0	0
SNORA66	1	2	2	1
MTF2	196	190	131	119
TMED5	901	1013	944	1026
CCDC18	125	143	65	66
LOC100131564	130	101	162	175
DR1	758	799	575	584
FNBP1L	1465	1558	1928	1965
BCAR3	58	92	91	96
LOC100129046	1	1	1	0
MIR760	0	2	0	2
DNTTIP2	744	725	490	560
GCLM	454	466	440	467
ABCA4	2	5	4	3
ARHGAP29	620	689	482	445
ABCD3	808	986	690	687
F3	5	6	0	2
LINC01057	3	1	4	2
MIR378G	0	0	0	0
SLC44A3	60	64	74	87
CNN3	2	1	1	3
LOC729970	0	0	0	0
ALG14	107	93	132	132
TMEM56	137	183	176	223
TMEM56-RWDD3	6	7	8	3
LOC101928118	1	1	0	2
RWDD3	43	66	35	33
FLJ31662	0	0	0	0
LOC100996635	0	0	0	0
LOC102723661	0	0	0	0
LOC101928241	0	0	0	0
PTBP2	147	182	127	124
DPYD	0	0	0	0
DPYD-AS1	0	0	0	0
DPYD-AS2	0	0	0	0
MIR137HG	0	0	0	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC729987	0	0	0	0
SNX7	73	56	66	48
LPPR5	1	1	0	0
LOC100129620	0	0	0	0
LPPR4	0	0	0	1
LOC101928270	0	0	0	0
MIR548N	0	0	2	0
PALMD	61	65	42	52
FRRS1	51	71	79	92
AGL	336	376	381	370
SLC35A3	594	656	882	850
HIAT1	763	885	951	965
SASS6	138	153	99	109
TRMT13	197	208	204	163
LRRC39	8	16	18	18
DBT	1409	1553	1669	1798
RTCA-AS1	37	37	47	49
RTCA	625	675	636	682
MIR553	0	0	0	2
CDC14A	85	113	147	156
GPR88	0	0	0	0
LINC01349	0	1	0	0
VCAM1	1	1	0	0
EXTL2	391	477	509	561
SLC30A7	649	630	769	720
DPH5	348	369	332	378
LOC102606465	24	39	33	44
LOC101928370	0	0	0	1
S1PR1	0	0	0	0
LINC01307	0	0	0	0
OLFM3	0	0	0	0
DNAJA1P5	0	0	0	0
COL11A1	3	2	1	0
LOC101928436	0	0	0	0
RNPC3	47	52	41	49
AMY2B	9	11	8	8
ACTG1P4	0	0	0	2
AMY2A	0	0	0	0
AMY1A	0	0	0	0
AMY1C	0	0	0	0
AMY1B	0	0	0	0
LOC100129138	0	1	0	0
LOC101928476	0	0	0	0
PRMT6	667	740	432	538
NTNG1	95	95	48	64
VAV3	5	9	2	0
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
SLC25A24	213	217	133	172
NBPF4	0	0	0	0
NBPF6	0	1	0	0
FAM102B	91	87	99	59
HENMT1	40	26	18	11
PRPF38B	631	647	432	477
FNDC7	2	0	0	2
STXBP3	416	467	393	390
AKNAD1	0	1	0	1
SPATA42	0	0	0	0
GPSM2	84	107	34	35
CLCC1	540	572	561	602
WDR47	197	207	131	143
TAF13	234	223	237	247
TMEM167B	390	464	497	503
SCARNA2	7	11	8	3
C1orf194	4	3	3	2
KIAA1324	45	45	105	123
SARS	1421	1492	1461	1491
CELSR2	531	556	491	514
PSRC1	117	142	45	43
MYBPHL	0	1	0	0
SORT1	382	408	394	397
PSMA5	1075	1112	995	980
SYPL2	0	2	0	0
ATXN7L2	54	51	28	29
CYB561D1	190	188	167	199
AMIGO1	40	38	63	57
GPR61	1	2	2	2
GNAI3	878	1005	774	806
MIR197	0	0	1	0
GNAT2	6	9	4	13
AMPD2	614	645	486	477
GSTM4	0	0	1	0
GSTM2	0	3	1	0
GSTM1	0	0	0	0
GSTM5	0	0	0	0
GSTM3	399	379	404	474
EPS8L3	0	0	0	0
CSF1	6	4	8	4
AHCYL1	1122	1157	1113	1125
STRIP1	226	276	227	245
ALX3	28	33	21	21
LINC01397	0	1	0	0
UBL4B	0	1	0	2
SLC6A17	7	4	7	5
KCNC4-AS1	1	0	0	0
KCNC4	7	6	1	0
LOC440600	7	2	8	3
RBM15	147	168	132	98
SLC16A4	16	9	8	7
LAMTOR5	423	526	437	479
LAMTOR5-AS1	5	2	7	1
PROK1	0	1	1	1
CYMP	0	0	0	0
LOC440602	0	0	0	0
KCNA10	0	0	0	0
KCNA2	0	0	0	0
KCNA3	0	0	0	0
CD53	0	0	1	0
LRIF1	324	340	232	230
DRAM2	150	156	220	194
CEPT1	279	276	255	286
DENND2D	0	0	0	1
CHI3L2	2	3	4	3
CHIAP2	0	0	1	0
CHIA	0	0	0	1
PIFO	5	1	3	3
PGCP1	1	0	0	1
OVGP1	69	67	84	88
WDR77	576	652	497	509
ATP5F1	1135	1265	1144	1202
C1orf162	7	4	2	2
TMIGD3	0	0	0	0
ADORA3	0	1	0	0
LINC01160	2	0	1	0
RAP1A	363	390	378	372
FAM212B	60	60	35	34
FAM212B-AS1	0	0	1	0
LOC101928718	3	3	3	0
DDX20	143	154	98	131
KCND3	51	46	48	43
KCND3-IT1	0	0	0	0
KCND3-AS1	0	0	0	0
LOC643355	0	2	2	3
CTTNBP2NL	288	302	197	184
MIR4256	0	0	0	0
WNT2B	4	3	1	3
ST7L	192	179	197	204
CAPZA1	1917	2114	1703	1854
MOV10	632	649	776	828
RHOC	1782	2013	1851	1827
PPM1J	21	16	41	50
FAM19A3	1	0	1	1
LINC01356	0	2	0	0
SLC16A1	1267	1390	1768	1819
AKR7A2P1	3	6	5	3
SLC16A1-AS1	6	9	3	10
LOC100996251	1	3	4	1
LRIG2	166	154	133	113
LOC643441	0	0	0	0
MAGI3	184	170	129	151
PHTF1	11	10	9	15
RSBN1	273	284	262	264
AP4B1-AS1	5	4	3	10
PTPN22	1	0	1	1
BCL2L15	2	0	1	2
AP4B1	119	122	110	111
DCLRE1B	128	126	71	62
HIPK1-AS1	9	5	4	6
HIPK1	1018	1113	991	1048
OLFML3	1	0	0	0
SYT6	1	4	2	0
TRIM33	999	1082	822	878
BCAS2	442	492	377	390
DENND2C	20	28	43	39
AMPD1	0	2	0	3
NRAS	828	834	802	812
CSDE1	7274	7935	6444	6417
SIKE1	500	528	379	450
SYCP1	0	1	0	0
TSHB	0	0	0	0
TSPAN2	1	0	0	0
NGF	0	0	0	0
VANGL1	331	336	191	219
CASQ2	0	1	0	0
NHLH2	1	0	0	1
LOC101928995	0	0	1	0
LOC101928977	0	0	0	0
SLC22A15	25	32	27	48
MAB21L3	13	10	50	42
ATP1A1	10928	11579	9125	9351
ATP1A1-AS1	46	46	37	44
LOC101929023	2	6	3	4
CD58	21	33	20	24
MIR548AC	0	0	0	0
IGSF3	71	68	66	67
MIR320B1	0	0	0	0
C1orf137	0	0	0	0
CD2	0	0	0	0
PTGFRN	737	850	561	692
CD101	4	2	3	1
LOC101929099	1	3	4	3
TTF2	273	338	224	202
MIR942	0	0	1	0
TRIM45	67	65	38	44
VTCN1	1	2	0	0
LINC01525	0	0	0	0
MAN1A2	542	564	630	642
LOC100996263	0	0	0	0
FAM46C	23	44	19	27
GDAP2	260	248	252	274
WDR3	799	898	635	595
SPAG17	2	3	11	9
TBX15	72	74	61	46
WARS2	199	228	163	189
WARS2-IT1	0	0	0	0
LOC101929147	60	77	64	71
HAO2	1	0	2	8
HAO2-IT1	0	0	0	0
HSD3B2	0	1	0	0
HSD3B1	3	1	0	0
HSD3BP4	1	0	0	0
LINC00622	0	0	0	0
ZNF697	111	152	52	62
PHGDH	1536	1801	1231	1288
HMGCS2	460	558	6619	6899
REG4	1	3	1	4
NBPF7	0	0	0	1
ADAM30	0	0	0	0
NOTCH2	992	1043	885	956
SEC22B	432	429	541	510
PFN1P2	2	4	2	2
NBPF8	62	50	45	41
RNVU1-19	2	1	1	0
PPIAL4A	0	0	0	0
LINC00623	5	3	1	3
RNVU1-20	0	0	0	0
RNVU1-4	0	0	0	0
FCGR1B	0	0	0	0
HIST2H2BA	0	0	0	0
FAM72B	14	17	5	7
SRGAP2C	21	16	20	9
SRGAP2-AS1	0	0	1	0
EMBP1	9	6	8	14
LOC645166	1	3	2	1
RNVU1-17	0	0	0	0
LOC388692	0	0	0	0
FAM231D	0	0	0	0
FCGR1C	0	0	0	0
FAM72C	2	4	0	1
SRGAP2D	7	14	9	8
LOC101060524	0	0	0	0
DRD5P2	0	0	0	0
PPIAL4F	0	0	0	0
PPIAL4D	0	0	0	0
PPIAL4E	0	0	0	0
RNVU1-15	4	8	5	1
NBPF15	117	138	122	122
SRGAP2B	15	11	14	9
FAM72D	4	1	2	1
LOC103091866	10	10	3	8
RNVU1-14	2	5	4	2
NBPF20	5	6	3	9
NBPF25P	6	4	8	3
GPR89A	25	37	35	32
PDZK1	1	0	5	2
CD160	2	1	3	1
RNF115	235	230	224	225
POLR3C	209	257	202	207
NUDT17	10	9	12	8
PIAS3	419	451	470	466
MIR6736	0	0	0	0
ANKRD35	1	0	0	1
ITGA10	12	13	7	13
PEX11B	258	302	298	250
GNRHR2	11	10	17	22
RBM8A	600	642	441	515
LIX1L	109	125	109	117
ANKRD34A	46	56	36	29
POLR3GL	62	68	60	66
TXNIP	2705	2947	2578	2556
HFE2	0	0	0	0
RNVU1-6	0	0	0	0
LOC101928979	9	8	8	16
NBPF10	15	18	13	12
NOTCH2NL	48	54	54	24
NUDT4P2	0	0	0	0
NUDT4P1	0	0	0	0
CH17-408M7.1	0	0	0	0
HYDIN2	0	0	1	0
NBPF12	84	106	65	82
LOC728989	0	0	0	0
RNVU1-8	0	0	0	0
NBPF13P	10	3	14	25
PRKAB2	307	346	665	702
PDIA3P1	57	69	69	84
FMO5	30	29	158	169
CHD1L	536	542	891	924
LINC00624	1	0	0	1
BCL9	667	678	482	524
ACP6	143	188	160	198
GJA5	0	0	0	0
GJA8	0	0	0	0
GPR89B	9	19	13	14
PDZK1P1	0	1	4	1
RNVU1-7	0	0	0	0
NBPF11	33	44	33	37
LOC101927468	0	0	0	0
MIR5087	1	1	0	1
RNVU1-1	0	0	1	0
MIR6077	0	0	0	2
RNU1-13P	0	0	0	0
LOC100132057	10	3	2	6
RNVU1-3	0	0	0	1
LINC01138	41	26	16	20
PPIAL4G	0	0	0	0
NBPF14	12	16	13	14
PDE4DIP	107	84	58	51
LOC653513	0	1	0	0
NBPF9	27	33	29	30
PPIAL4C	0	0	0	0
LINC00869	4	7	3	2
HIST2H2BF	10	10	5	9
FCGR1A	0	1	1	0
HIST2H3D	3	3	3	3
HIST2H4B	0	0	0	0
HIST2H4A	0	0	0	0
HIST2H3A	0	0	0	0
HIST2H3C	0	0	0	0
HIST2H2AA3	0	0	0	0
HIST2H2AA4	0	0	0	0
HIST2H2BC	9	12	9	7
HIST2H2BE	1064	1159	1997	2032
HIST2H2AC	9	10	8	9
HIST2H2AB	2	0	5	5
BOLA1	135	189	135	146
SV2A	3	7	10	7
SF3B4	534	577	424	402
MTMR11	72	69	114	128
OTUD7B	1275	1364	1563	1705
VPS45	317	312	292	329
PLEKHO1	59	62	36	34
ANP32E	208	255	123	114
CA14	7	1	3	4
APH1A	1082	1119	860	855
C1orf54	4	10	3	10
CIART	51	39	32	35
MRPS21	572	637	418	470
PRPF3	344	365	270	288
RPRD2	967	1090	781	892
TARS2	439	477	405	438
MIR6878	1	0	0	1
ECM1	7	16	8	12
FALEC	4	5	2	0
ADAMTSL4	22	34	30	29
MIR4257	0	0	0	0
ADAMTSL4-AS1	2	1	0	0
MCL1	1919	2140	1694	1688
ENSA	1012	1073	992	1030
GOLPH3L	517	536	632	679
HORMAD1	1	1	2	0
CTSS	2	2	8	0
CTSK	28	21	25	16
ARNT	425	495	427	416
SETDB1	575	623	456	437
CERS2	2105	2258	2241	2234
ANXA9	61	46	61	64
FAM63A	130	117	123	105
PRUNE	329	344	248	229
BNIPL	14	4	6	16
C1orf56	22	17	9	14
CDC42SE1	1639	1914	1597	1562
MLLT11	64	66	84	53
GABPB2	103	92	91	106
SEMA6C	34	43	18	28
TNFAIP8L2-SCNM1	0	0	0	0
TNFAIP8L2	1	3	2	5
LYSMD1	110	135	93	93
SCNM1	15	12	7	17
TMOD4	5	5	8	4
VPS72	464	494	359	361
PIP5K1A	761	869	556	546
PSMD4	860	922	636	704
ZNF687	318	420	271	284
PI4KB	909	1007	807	775
RFX5	785	875	628	635
GBAT2	6	8	3	4
SELENBP1	1475	1650	1411	1424
PSMB4	1902	2051	1635	1674
POGZ	905	995	722	707
CGN	423	474	327	305
TUFT1	340	411	249	276
MIR554	0	2	0	0
SNX27	645	695	618	587
CELF3	1	1	0	1
RIIAD1	0	2	1	3
MRPL9	401	421	329	316
OAZ3	55	59	84	96
TDRKH	184	232	217	198
LINGO4	12	20	14	15
RORC	216	197	241	305
C2CD4D	5	9	15	17
LOC100132111	13	10	9	4
THEM5	7	7	12	5
THEM4	325	344	256	260
S100A10	0	1	1	1
NBPF18P	2	0	0	0
S100A11	992	1051	792	844
LOC100131107	0	0	0	0
TCHHL1	0	0	0	0
TCHH	2	5	4	1
RPTN	1	0	0	0
HRNR	9	16	7	10
FLG	10	7	8	5
FLG-AS1	9	2	0	0
FLG2	0	0	0	0
CRNN	0	1	0	1
LCE5A	0	0	0	0
CRCT1	0	0	0	0
LCE3E	0	0	0	0
LCE3D	0	0	0	1
LCE3C	0	0	0	0
LCE3B	0	0	0	0
LCE3A	0	0	0	0
LCE2D	0	0	0	0
LCE2C	0	0	0	0
LCE2B	0	0	0	0
LCE2A	0	0	0	0
LCE4A	0	0	0	0
C1orf68	0	0	0	0
KPRP	0	0	0	0
LCE1F	0	0	0	0
LCE1E	0	0	0	0
LCE1D	0	0	0	0
LCE1C	0	0	0	0
LCE1B	1	0	1	0
LCE1A	0	0	0	0
LCE6A	0	0	0	0
SMCP	0	0	0	0
IVL	0	0	2	1
SPRR4	0	0	0	0
SPRR1A	0	0	0	2
SPRR3	0	0	0	0
SPRR1B	0	0	0	0
SPRR2D	0	1	0	0
SPRR2A	0	0	0	0
SPRR2B	0	0	0	0
SPRR2E	0	0	0	0
SPRR2F	0	0	0	0
SPRR2C	0	0	0	0
SPRR2G	0	0	0	0
LOC101928009	0	0	0	0
LELP1	0	0	0	0
PRR9	0	0	0	0
LOR	0	0	0	0
PGLYRP3	0	0	0	0
PGLYRP4	0	0	0	0
S100A9	1	3	1	2
S100A12	0	0	0	0
S100A8	0	0	0	0
S100A7A	0	0	0	0
S100A7L2	0	0	0	0
S100A7	15	7	7	7
S100A6	0	0	0	0
S100A5	0	0	0	0
S100A4	0	2	1	0
LOC101928034	0	0	0	0
S100A3	0	0	0	0
S100A2	1	1	2	5
S100A16	5	5	4	3
S100A14	2	1	4	0
S100A13	82	77	74	80
S100A1	14	10	7	12
CHTOP	693	732	516	521
SNAPIN	323	343	255	270
ILF2	2162	2399	1479	1645
NPR1	0	0	0	2
MIR8083	0	0	0	0
INTS3	1520	1554	1196	1291
SLC27A3	80	76	39	65
LOC343052	0	0	0	0
GATAD2B	458	510	361	359
DENND4B	450	483	398	452
CRTC2	232	277	195	226
SLC39A1	981	1143	1038	1202
MIR6737	0	0	0	0
CREB3L4	1484	1565	1988	2027
JTB	988	1138	1102	1181
RAB13	290	357	384	386
RPS27	68	92	58	57
NUP210L	3	5	2	1
MIR5698	0	0	0	0
TPM3	1661	1745	1146	1139
MIR190B	0	0	0	0
C1orf189	0	1	1	0
C1orf43	2927	3200	2857	2918
UBAP2L	2422	2632	1729	1799
HAX1	866	943	894	891
AQP10	0	0	1	1
ATP8B2	223	205	151	128
IL6R	639	710	658	712
SHE	2	2	0	0
TDRD10	1	0	0	0
UBE2Q1	661	709	518	520
UBE2Q1-AS1	1	2	0	1
CHRNB2	7	2	1	1
ADAR	3351	3590	2795	2799
KCNN3	1	2	1	2
PMVK	345	375	319	341
PBXIP1	175	205	185	210
PYGO2	626	666	543	544
SHC1	1455	1615	1680	1671
CKS1B	28	30	17	17
MIR4258	1	0	0	2
FLAD1	487	535	368	354
LENEP	15	10	11	13
ZBTB7B	1402	1527	1788	1798
DCST2	118	113	122	130
DCST1	24	34	32	44
LOC100505666	42	38	37	55
ADAM15	2563	2710	3224	3209
EFNA4	177	185	179	169
EFNA3	240	302	320	385
EFNA1	776	875	1083	1075
SLC50A1	834	848	1129	1243
DPM3	218	231	245	252
KRTCAP2	370	407	433	438
TRIM46	30	59	40	33
MUC1	7	5	6	6
MIR92B	0	0	0	0
THBS3	224	270	253	235
MTX1	225	237	200	205
GBAP1	34	15	23	27
GBA	353	368	379	369
FAM189B	402	430	319	317
SCAMP3	730	826	861	852
CLK2	521	544	388	407
HCN3	17	28	22	26
PKLR	2	1	0	1
FDPS	757	802	725	804
RUSC1-AS1	5	8	10	5
RUSC1	451	468	363	396
ASH1L	1015	1114	982	1026
MIR555	1	0	0	1
POU5F1P4	0	1	0	0
ASH1L-AS1	25	30	21	19
MSTO1	31	37	32	38
MSTO2P	23	25	24	22
YY1AP1	425	539	377	391
DAP3	1418	1463	1149	1109
GON4L	383	444	306	395
SYT11	2	3	1	1
RIT1	374	360	407	433
KIAA0907	375	429	340	368
SNORA80E	1	1	2	0
SCARNA4	0	0	0	2
RXFP4	0	0	0	3
ARHGEF2	200	187	228	229
MIR6738	0	0	0	0
SSR2	1763	1886	1650	1764
UBQLN4	425	487	334	363
LAMTOR2	290	315	275	263
RAB25	486	551	423	420
MEX3A	271	319	121	118
LMNA	1114	1257	980	1080
SEMA4A	581	579	621	596
SLC25A44	451	488	344	405
PMF1	82	69	60	69
PMF1-BGLAP	0	0	0	0
BGLAP	0	0	1	0
PAQR6	96	112	70	96
SMG5	1426	1569	1113	1145
TMEM79	523	584	266	283
GLMP	806	805	420	462
VHLL	3	2	0	3
CCT3	4301	4585	3182	3356
TSACC	20	24	18	17
RHBG	0	0	1	3
C1orf61	0	0	0	0
MIR9-1	0	0	0	0
MEF2D	524	537	504	621
IQGAP3	365	366	151	162
TTC24	2	1	1	0
APOA1BP	968	1068	951	932
GPATCH4	499	577	405	389
HAPLN2	1	0	7	3
BCAN	16	28	16	18
NES	4	2	2	2
CRABP2	4	10	6	2
ISG20L2	614	670	380	389
RRNAD1	293	379	326	367
MRPL24	694	717	648	720
HDGF	2494	2686	2095	2173
PRCC	676	801	462	465
SH2D2A	1	0	1	1
NTRK1	2	2	0	1
INSRR	0	0	1	0
PEAR1	3	6	2	4
LRRC71	2	3	0	2
ARHGEF11	519	570	495	484
MIR765	0	1	0	0
ETV3L	0	0	0	0
ETV3	129	146	109	93
CYCSP52	2	1	0	0
FCRL5	0	0	0	1
FCRL4	0	0	0	0
FCRL3	0	1	0	0
FCRL2	0	0	0	0
FCRL1	0	0	0	0
CD5L	0	0	0	0
KIRREL	1	1	1	1
LOC646268	0	0	0	0
CD1D	1	0	0	2
CD1A	0	0	0	0
CD1C	0	0	0	0
CD1B	0	0	0	0
CD1E	0	0	0	0
OR10T2	0	0	0	0
OR10K2	0	0	0	0
OR10K1	0	0	0	0
OR10R2	0	0	0	0
OR6Y1	0	0	0	0
OR6P1	0	0	0	0
OR10X1	0	0	0	0
OR10Z1	0	0	0	1
SPTA1	0	0	0	0
OR6K2	0	0	0	0
OR6K3	0	0	0	0
OR6K6	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
MNDA	0	0	0	0
PYHIN1	0	0	0	1
IFI16	1	0	0	0
AIM2	0	0	0	1
CADM3	0	0	0	1
CADM3-AS1	0	0	0	0
ACKR1	0	0	0	0
FCER1A	0	0	0	0
OR10J3	0	0	0	0
OR10J1	0	0	0	0
OR10J5	0	0	0	0
APCS	0	0	0	0
CRP	0	0	0	0
DUSP23	136	157	156	135
FCRL6	0	0	1	0
SLAMF8	0	1	0	0
C1orf204	0	2	2	1
VSIG8	2	1	1	2
CFAP45	14	17	8	10
MIR4259	0	0	0	0
TAGLN2	591	654	336	421
IGSF9	210	253	83	84
SLAMF9	2	3	2	2
LINC01133	16	17	8	9
PIGM	585	600	558	551
KCNJ10	2	5	2	4
KCNJ9	1	1	3	0
IGSF8	436	499	464	509
ATP1A2	26	16	24	32
ATP1A4	3	0	4	3
CASQ1	0	5	6	2
LOC729867	9	11	12	17
PEA15	1471	1541	1802	1905
DCAF8	1448	1571	1372	1360
PEX19	998	1154	1049	1104
COPA	2670	2903	2900	2936
SUMO1P3	1	0	0	5
NCSTN	1075	1100	1202	1291
NHLH1	2	3	1	0
VANGL2	13	27	19	20
SLAMF6	0	0	0	0
CD84	0	0	0	1
SLAMF1	0	0	0	0
CD48	0	0	0	0
SLAMF7	2	0	0	0
LY9	1	0	0	0
CD244	0	0	0	0
ITLN1	0	0	0	1
LOC101928372	0	0	0	1
ITLN2	0	1	1	0
F11R	1975	2076	1650	1733
TSTD1	248	283	352	343
USF1	351	410	360	338
ARHGAP30	54	68	61	64
PVRL4	142	143	203	204
KLHDC9	133	158	132	132
PFDN2	473	502	335	354
NIT1	218	256	241	285
DEDD	230	263	234	226
UFC1	637	637	636	618
USP21	209	300	222	228
PPOX	154	157	143	144
B4GALT3	526	532	429	419
ADAMTS4	0	2	2	4
NDUFS2	1184	1304	1293	1369
FCER1G	0	2	0	0
APOA2	0	0	0	1
TOMM40L	195	188	175	154
MIR5187	0	0	0	0
NR1I3	5	1	0	6
PCP4L1	3	5	10	10
MPZ	1	5	4	3
SDHC	540	590	491	546
CFAP126	79	104	73	103
FCGR2A	2	2	3	3
HSPA6	2	3	1	0
FCGR3A	0	0	0	0
FCGR2C	0	0	0	2
HSPA7	0	1	0	0
FCGR3B	0	0	0	0
FCGR2B	1	0	0	0
RPL31P11	0	1	0	0
FCRLA	0	1	0	1
FCRLB	7	7	8	7
DUSP12	131	128	100	93
ATF6	599	622	743	759
OLFML2B	0	0	1	0
NOS1AP	27	28	24	33
MIR4654	0	0	0	0
MIR556	0	0	0	0
C1orf111	2	1	2	2
C1orf226	58	64	81	97
SH2D1B	0	0	0	0
UHMK1	2901	3174	2482	2494
UAP1	4199	4453	4971	5044
DDR2	25	31	37	24
HSD17B7	98	87	114	89
C1orf110	1	0	0	1
RGS4	6	6	2	0
RGS5	33	25	41	41
LOC101928404	0	0	0	0
NUF2	170	182	73	81
LOC100422212	0	0	0	0
PBX1	44	70	65	62
LOC100505795	0	0	0	0
LMX1A	2	0	3	2
RXRG	0	0	2	0
